CardID,SetNum,SetName,Rarity,RarityCode,CardNumber,Title,Kind,Culture,Twilight,CardType,GameText,WikiID
4R118,4,4 - The Two Towers,Rare,R,118,Faramir's Bow,Free Peoples,Gondor,1,Possession,"Bearer must be Faramir. He is an archer. Skirmish: If Faramir is skirmishing a Man or a roaming minion, exert Faramir to wound that minion.",LOTR-EN04S118.0
4R119,4,4 - The Two Towers,Rare,R,119,Faramir's Cloak,Free Peoples,Gondor,0,Possession,Bearer must be Faramir. Each roaming minion skirmishing a Ring-bound Man is strength -1.,LOTR-EN04S119.0
18C49,18,18 - Treachery & Deceit,Common,C,49,Faramir's Company,Free Peoples,Gondor,1,Follower,"Aid - Add a threat.(At the start of the maneuver phase, you may add a threat to transfer this to a companion.) When you attach this card to a companion, spot a possession to heal that companion.",LOTR-EN18S049.0
12O3,12,12 - Black Rider,O,O,3,Faramir's Sword,Free Peoples,Gondor,2,Possession,Bearer must be Faramir. He is damage +1. Each minion skirmishing Faramir at a battleground or forest site is roaming.,LOTR-EN12O003.0
12R48,12,12 - Black Rider,Rare,R,48,Faramir's Sword,Free Peoples,Gondor,2,Possession,Bearer must be Faramir. He is damage +1. Each minion skirmishing Faramir at a battleground or forest site is roaming.,LOTR-EN12S048.0
12RF5,12,12 - Black Rider,RF,RF,5,Faramir's Sword,Free Peoples,Gondor,2,Possession,Bearer must be Faramir. He is damage +1. Each minion skirmishing Faramir at a battleground or forest site is roaming.,LOTR-EN12A005.0
17R28,17,17 - Rise of Saruman,Rare,R,28,"Faramir, Bearer of Quality",Free Peoples,Gondor,3,Companion,"While Faramir is the Ring-bearer, at the start of each skirmish involving him, add 2 burdens or 2 threats. Skirmish: While Faramir is the Ring-bearer, you may wound Faramir to make a minion skirmishing a Man roaming until the end of the turn.",LOTR-EN17S028.0
17RF6,17,17 - Rise of Saruman,RF,RF,6,"Faramir, Bearer of Quality",Free Peoples,Gondor,3,Companion,"While Faramir is the Ring-bearer, at the start of each skirmish involving him, add 2 burdens or 2 threats. Skirmish: While Faramir is the Ring-bearer, you may wound Faramir to make a minion skirmishing a Man roaming until the end of the turn.",LOTR-EN17A006.0
0P35,0,0 - Promotional,Promo,P,35,"Faramir, Captain of Gondor",Free Peoples,Gondor,3,Companion,"Ring-bound. Ranger. The twilight cost of each other Man in your starting fellowship is -1. While skirmishing a roaming minion, Faramir is strength +2.",LOTR-EN00S035.0
4R116,4,4 - The Two Towers,Rare,R,116,"Faramir, Captain of Gondor",Free Peoples,Gondor,3,Companion,"Ring-bound. Ranger. The twilight cost of each other Man in your starting fellowship is -1. While skirmishing a roaming minion, Faramir is strength +2.",LOTR-EN04S116.0
18R48,18,18 - Treachery & Deceit,Rare,R,48,"Faramir, Captain of Ithilien",Free Peoples,Gondor,3,Companion,"Ranger. Hunter 2. If Faramir is in your starting fellowship, his twilight cost is -1. Maneuver: Exert Faramir to heal a companion with resistance 5 or more.",LOTR-EN18S048.0
8C34,8,8 - Siege of Gondor,Common,C,34,"Faramir, Defender of Osgiliath",Free Peoples,Gondor,3,Companion,"Knight. When you play Faramir (except in your starting fellowship), you may reveal the top 10 cards of your draw deck. You may play a knight revealed. Shuffle your draw deck.",LOTR-EN08S034.0
12O2,12,12 - Black Rider,O,O,2,"Faramir, Dunadan of Gondor",Free Peoples,Gondor,3,Companion,Ranger. Skirmish: Exert Faramir to make him strength +1 for each wound on the Ring-bearer.,LOTR-EN12O002.0
12R47,12,12 - Black Rider,Rare,R,47,"Faramir, Dunadan of Gondor",Free Peoples,Gondor,3,Companion,Ranger. Skirmish: Exert Faramir to make him strength +1 for each wound on the Ring-bearer.,LOTR-EN12S047.0
12RF4,12,12 - Black Rider,RF,RF,4,"Faramir, Dunadan of Gondor",Free Peoples,Gondor,3,Companion,Ranger. Skirmish: Exert Faramir to make him strength +1 for each wound on the Ring-bearer.,LOTR-EN12A004.0
6P121,6,6 - Ents of Fangorn,Promo,P,121,"Faramir, Ithilien Ranger",Free Peoples,Gondor,3,Companion,"Ring-bound. Ranger. If Faramir is in your starting fellowship, his twilight cost is –1. Fellowship: Play a ranger to heal a Ring-bound companion.",LOTR-EN06S121.0
0P117,0,0 - Promotional,Promo,P,117,"Faramir, Prince of Ithilien",Free Peoples,Gondor,3,Companion,"While you can spot Boromir, Faramir is twilight cost –1. While you can spot Denethor, Faramir is twilight cost –1. While Faramir bears a possession, he is defender +1.",LOTR-EN00S117.0
13C66,13,13 - Bloodlines,Common,C,66,"Faramir, Prince of Ithilien",Free Peoples,Gondor,3,Companion,"While you can spot Boromir, Faramir is twilight cost –1. While you can spot Denethor, Faramir is twilight cost –1. While Faramir bears a possession, he is defender +1.",LOTR-EN13S066.0
0P16,0,0 - Promotional,Promo,P,16,"Faramir, Son of Denethor",Free Peoples,Gondor,3,Companion,Ring-bound. Ranger. An opponent may not play skirmish events or use skirmish special abilities during skirmishes involving Faramir.,LOTR-EN00S016.0
4C117,4,4 - The Two Towers,Common,C,117,"Faramir, Son of Denethor",Free Peoples,Gondor,3,Companion,Ring-bound. Ranger. An opponent may not play skirmish events or use skirmish special abilities during skirmishes involving Faramir.,LOTR-EN04S117.0
7C90,7,7 - Return of the King,Common,C,90,"Faramir, Stout Captain",Free Peoples,Gondor,3,Companion,"Ranger. To play, spot a Man. Each time Faramir wins a skirmish involving a fierce minion, you may exert Faramir to discard that minion.",LOTR-EN07S090.0
7R91,7,7 - Return of the King,Rare,R,91,"Faramir, Wizard's Pupil",Free Peoples,Gondor,3,Companion,Ranger. Fellowship: Play a Man to heal Faramir. Skirmish: Exert Faramir to make an unbound Hobbit strength +2. Skirmish: Exert Gandalf to prevent all wounds to Faramir.,LOTR-EN07S091.0
11C19,11,11 - Shadows,Common,C,19,Farewell to Lorien,Free Peoples,Elven,3,Event,Spot an Elf to heal each companion who has resistance 5 or more.,LOTR-EN11S019.0
1C11,1,1 - The Fellowship of the Ring,Common,C,11,"Farin, Dwarven Emissary",Free Peoples,Dwarven,2,Companion,"To play, spot a Dwarf. While skirmishing an Orc, Farin is strength +2.",LOTR-EN01S011.0
11C7,11,11 - Shadows,Common,C,7,"Farin, Emissary of Erebor",Free Peoples,Dwarven,2,Companion,"While Farin is at a battleground or underground site, he gains muster. (At the start of the regroup phase, you may discard a card from hand to draw a card.)",LOTR-EN11S007.0
1U321,1,1 - The Fellowship of the Ring,Uncommon,U,321,Farmer Maggot's Fields,None,Site,,Site,Fellowship: Exert a Hobbit to play Merry or Pippin from your draw deck.,LOTR-EN01S321.0
1R288,1,1 - The Fellowship of the Ring,Rare,R,288,"Farmer Maggot, Chaser of Rascals",Free Peoples,Shire,1,Ally,Fellowship: Exert Farmer Maggot to heal Merry or Pippin.,LOTR-EN01S288.0
0P93,0,0 - Promotional,Promo,P,93,"Farmer Maggot, Hobbit of the Marish",Free Peoples,Shire,1,Companion,"While Farmer Maggot is at a dwelling or forest site, he is strength +4.",LOTR-EN00S093.0
11U163,11,11 - Shadows,Uncommon,U,163,"Farmer Maggot, Hobbit of the Marish",Free Peoples,Shire,1,Companion,"While Farmer Maggot is at a dwelling or forest site, he is strength +4.",LOTR-EN11S163.0
7R57,7,7 - Return of the King,Rare,R,57,Fat One Wants It,Shadow,Gollum,1,Condition,"Each time Gollum or Sméagol is played, add a threat. Regroup: Discard this condition to return Gollum to his owner’s hand.",LOTR-EN07S057.0
31S151,31,31 - The Hobbit Draft Game: Shadow Packs,Starter,S,151,Fat Spider,Shadow,File:Culture Spider.svg Spider,3,Minion,Fierce. The twilight cost of this minion is -1 for each doubt. Regroup: Discard this minion to add a doubt.,HDG-EN31S051.0
13U148,13,13 - Bloodlines,Uncommon,U,148,Fates Entwined,Free Peoples,Shire,2,Condition,"Each time a Hobbit wins a skirmish, you may heal another Hobbit once (or heal another Hobbit twice if the Hobbit that won the skirmish was Frodo or Bilbo).",LOTR-EN13S148.0
1R212,1,1 - The Fellowship of the Ring,Rare,R,212,Fear,Shadow,Ringwraith,1,Event,Search. Maneuver: Exert your Nazgûl to discard an ally.,LOTR-EN01S212.0
13C30,13,13 - Bloodlines,Common,C,30,Fear and Great Wonder,Free Peoples,Gandalf,1,Condition,"When you play this, add a token here. Maneuver: Discard this from play or remove a token from here to spot a companion. That companion gains muster until end of turn.",LOTR-EN13S030.0
2R100,2,2 - Mines of Moria,Rare,R,100,Fearing the Worst,Free Peoples,Shire,0,Condition,"Stealth. To play, exert 2 Hobbits. The twilight cost of each search card and each tracker is +2.",LOTR-EN02S100.0
4U233,4,4 - The Two Towers,Uncommon,U,233,Fearless,Shadow,Raider,2,Event,"Skirmish: Make a Southron strength +1 for each burden you spot (limit +5), or make a Man strength +2.",LOTR-EN04S233.0
13C164,13,13 - Bloodlines,Common,C,164,Fearless Approach,Shadow,Uruk-hai,1,Condition,"To play, spot an minion. When you play this, if you spot a battleground site on the adventure path, reinforce 3 tokens. Each time the Free Peoples player plays the fellowship’s next site, you may discard a condition from play.",LOTR-EN13S164.0
11C79,11,11 - Shadows,Common,C,79,Fearsome Dunlending,Shadow,Men,3,Minion,"Ambush . When you play this minion at a plains site, you may spot an unbound companion to make that companion resistance –1 until the end of the turn.",LOTR-EN11S079.0
4U66,4,4 - The Two Towers,Uncommon,U,66,Feathered,Free Peoples,Elven,1,Event,Skirmish: Make a minion skirmishing an Elf strength -2 for each wound on that minion.,LOTR-EN04S066.0
7R177,7,7 - Return of the King,Rare,R,177,Feel His Blade,Shadow,Ringwraith,2,Condition,"Skirmish: Transfer this condition from your support area to a character skirmishing a Nazgûl. During the turn this card is transferred, the Shadow has initiative, regardless of the Free Peoples player’s hand.",LOTR-EN07S177.0
0P22,0,0 - Promotional,Promo,P,22,Fell Beast,Shadow,Ringwraith,0,Possession,"To play, discard 2 cards from hand. Bearer must be a Nazgûl. Bearer is fierce.",LOTR-EN00S022.0
6U83,6,6 - Ents of Fangorn,Uncommon,U,83,Fell Beast,Shadow,Ringwraith,0,Possession,"To play, discard 2 cards from hand. Bearer must be a Nazgûl. Bearer is fierce.",LOTR-EN06S083.0
10U73,10,10 - Mount Doom,Uncommon,U,73,Fell Deeds Awake,Free Peoples,Rohan,1,Condition,"To play, spot a Man. Each time you lose initiative, you may liberate a site.",LOTR-EN10S073.0
17C70,17,17 - Rise of Saruman,Common,C,70,Feral Ride,Shadow,Orc,1,Event,Make an minion strength +2 (or +4 if it is mounted).,LOTR-EN17S070.0
11S183,11,11 - Shadows,Starter,S,183,Feral Uruk,Shadow,Uruk-hai,3,Minion,"While this minion is at a battleground site, it is strength +1 and Damage +1.",LOTR-EN11S183.0
4C67,4,4 - The Two Towers,Common,C,67,"Fereveldir, Son of Thandronen",Free Peoples,Elven,2,Companion,"To play, spot an Elf. Skirmish: Exert Fereveldir and discard an token from your condition to wound a minion Fereveldir is skirmishing.",LOTR-EN04S067.0
4C68,4,4 - The Two Towers,Common,C,68,"Ferevellon, Son of Thandronen",Free Peoples,Elven,2,Companion,"To play, spot an Elf. Skirmish: Exert Ferevellon to make a minion skirmishing him strength -2.",LOTR-EN04S068.0
11U80,11,11 - Shadows,Uncommon,U,80,Ferocious Haradrim,Shadow,Men,6,Minion,"Archer. Each time a Free Peoples character is killed, each of your minions is strength +3 until the regroup phase.",LOTR-EN11S080.0
4C151,4,4 - The Two Towers,Common,C,151,Ferocity,Shadow,Isengard,0,Event,Skirmish: Make an Uruk-hai strength +2 (or +3 if at a battleground).,LOTR-EN04S151.0
13C125,13,13 - Bloodlines,Common,C,125,Ferthu Theoden Hal,Free Peoples,Rohan,1,Event,"To play, spot 2 Men. Unless you can spot a companion who has resistance 3 or less, discard a possession from play.",LOTR-EN13S125.0
7U231,7,7 - Return of the King,Uncommon,U,231,Fey He Seemed,Free Peoples,Rohan,1,Event,Make a Man strength +2 (or +3 and damage +1 if skirmishing a wounded minion).,LOTR-EN07S231.0
10U43,10,10 - Mount Doom,Uncommon,U,43,Field of the Fallen,Shadow,Raider,1,Condition,"To play, spot a Man. While there is a character in the dead pile, each companion of the same culture as that chastrength –1. Skirmish: Exert your Southron to make him strength +1.",LOTR-EN10S043.0
7R148,7,7 - Return of the King,Rare,R,148,Fierce in Despair,Shadow,Raider,7,Event,Spot 2 Men to discard a companion (except the Ring-bearer).,LOTR-EN07S148.0
10U32,10,10 - Mount Doom,Uncommon,U,32,Fifth Level,Free Peoples,Gondor,1,Condition,Fortification. Bearer is strength –1 for each Fortification you can spot. Maneuver: Exert 2 Men or spot 3 knights to transfer this condition to a minion.,LOTR-EN10S032.0
4C273,4,4 - The Two Towers,Common,C,273,Fight for the Villagers,Free Peoples,Rohan,1,Event,Skirmish: Make a Man strength +2 (or +3 if you spot a villager).,LOTR-EN04S273.0
30S10,30,30 - The Hobbit Draft Game: Main Deck,Starter,S,10,"Fili, Brother of Kili",Free Peoples,Dwarven,2,Companion,"Damage +1. Response: If a [Dwarven] companion is about to take a wound, exert Fili and add [1] to prevent that wound.",HDG-EN30S010.0
2C101,2,2 - Mines of Moria,Common,C,101,"Filibert Bolger, Wily Rascal",Free Peoples,Shire,1,Ally,Skirmish: Exert a Hobbit companion twice to cancel a fierce skirmish involving that Hobbit.,LOTR-EN02S101.0
2U56,2,2 - Mines of Moria,Uncommon,U,56,Fill With Fear,Shadow,Moria,0,Condition,"Plays to your support area. While you can spot The Balrog, skip the archery phase. Maneuver: Exert The Balrog to discard a ranged weapon.",LOTR-EN02S056.0
30S33,30,30 - The Hobbit Draft Game: Main Deck,Starter,S,33,"Fimbul, Orkish Assassin",Shadow,File:Culture Gundabad.svg Gundabad,2,Minion,"Damage +1. To play, exert an Orc. Shadow: Discard Fimbul from play to play a minion from your draw deck.",HDG-EN30S033.0
11C31,11,11 - Shadows,Common,C,31,Final Account,Free Peoples,Gandalf,1,Event,"To play, exert a Wizard. Discard 2 cards from hand to take a Free Peoples card and a Shadow card from your discard pile into hand.",LOTR-EN11S031.0
4R69,4,4 - The Two Towers,Rare,R,69,Final Count,Free Peoples,Elven,1,Condition,"Each time Legolas wins a skirmish, you may place an token on this card. While you can spot X tokens on this card and the same number of tokens on My Axe Is Notched, Legolas is strength +X (limit +3).",LOTR-EN04S069.0
2R57,2,2 - Mines of Moria,Rare,R,57,Final Cry,Shadow,Moria,1,Event,"Response: If a skirmish that involved The Balrog bearing Whip of Many Thongs is about to end, wound a companion in that skirmish twice.",LOTR-EN02S057.0
13C14,13,13 - Bloodlines,Common,C,14,Final Shot,Free Peoples,Elven,1,Event,Make an companion strength +2 (or +5 if the fellowship has moved more than once this turn).,LOTR-EN13S014.0
10U20,10,10 - Mount Doom,Uncommon,U,20,Final Strike,Shadow,Gollum,1,Condition,"Any site 9 is a mountain. Shadow: If the fellowship is at any site 9, play Gollum from your discard pile. Response: If the Free Peoples player uses a maneuver or archery special ability, exert Gollum to cancel its effect.",LOTR-EN10S020.0
18R115,18,18 - Treachery & Deceit,Rare,R,115,Final Triumph,Shadow,Uruk-hai,4,Event,Spot your Uruk-hai skirmishing a companion to use vitality to resolve that skirmish instead of strength.,LOTR-EN18S115.0
7R232,7,7 - Return of the King,Rare,R,232,"Firefoot, Eomer's Steed",Free Peoples,Rohan,1,Possession,"Bearer must be a Man. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert. Regroup: If bearer is Éomer, exert him to discard a condition. Any Shadow player may remove to prevent this.",LOTR-EN07S232.0
13R126,13,13 - Bloodlines,Rare,R,126,"Firefoot, Mearas of the Mark",Free Peoples,Rohan,2,Possession,"Bearer must be a Man. When you play Firefoot, you may reinforce a token. At the start of the maneuver phase, if bearer is Éomer, you may remove 2 tokens to make him defender +1 and strength +1 until the regroup phase.",LOTR-EN13S126.0
0P33,0,0 - Promotional,Promo,P,33,Firefoot,Free Peoples,Rohan,2,Possession,"Bearer must be a Man. If bearer is Éomer, he is defender +1. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert.",LOTR-EN00S033.0
4R274,4,4 - The Two Towers,Rare,R,274,Firefoot,Free Peoples,Rohan,2,Possession,"Bearer must be a Man. If bearer is Éomer, he is defender +1. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert.",LOTR-EN04S274.0
13U91,13,13 - Bloodlines,Uncommon,U,91,Fires Brightly Burning,Shadow,Men,2,Event,You may remove from the game 4 cards in your discard pile instead of paying the twilight cost for this card. Make your minion strength +2.,LOTR-EN13S091.0
7R269,7,7 - Return of the King,Rare,R,269,Fires Raged Unchecked,Shadow,Sauron,1,Condition,"The site number of each Orc is –1 for each threat. While you can spot 3 threats, each Orc that is not roaming is strength +1.",LOTR-EN07S269.0
6R62,6,6 - Ents of Fangorn,Rare,R,62,Fires and Foul Fumes,Shadow,Isengard,4,Event,Regroup: Discard 4 Orcs to wound a companion 4 times (except the Ring-bearer).,LOTR-EN06S062.0
0P3,0,0 - Promotional,Promo,P,3,Fireworks,Free Peoples,Gandalf,1,Event,Spell. Fellowship: Spot Gandalf to shuffle up to 2 or up to 2 cards from your discard pile into your draw deck.,LOTR-EN00S003.0
3C32,3,3 - Realms of the Elf-lords,Common,C,32,Fireworks,Free Peoples,Gandalf,1,Event,Spell. Fellowship: Spot Gandalf to shuffle up to 2 or up to 2 cards from your discard pile into your draw deck.,LOTR-EN03S032.0
7C92,7,7 - Return of the King,Common,C,92,First Level,Free Peoples,Gondor,1,Condition,Fortification. Maneuver: Exert a Man or spot a knight to transfer this condition from your support area to a minion.,LOTR-EN07S092.0
13R48,13,13 - Bloodlines,Rare,R,48,Fishing Boat,Free Peoples,Gollum,2,Possession,"Bearer must be Sméagol. When you play Fishing Boat, you may reinforce a token. Each time Sméagol is about to be overwhelmed in a skirmish, you may remove 2 tokens to make him strength +2 until the end of that skirmish.",LOTR-EN13S048.0
10C85,10,10 - Mount Doom,Common,C,85,Flames Within,Shadow,Sauron,0,Condition,"While you have initiative, each of your minions is strength +2. Skirmish: Discard this condition to make a minion strength +2 (or +4 if it is roaming).",LOTR-EN10S085.0
2R32,2,2 - Mines of Moria,Rare,R,32,Flaming Brand,Free Peoples,Gondor,0,Possession,Bearer must be a Man. This weapon may be borne in addition to 1 other hand weapon. Bearer is strength +2 and damage +1 while skirmishing a Nazgûl.,LOTR-EN02S032.0
4U234,4,4 - The Two Towers,Uncommon,U,234,Flanking Attack,Shadow,Raider,0,Event,Maneuver or Skirmish: Exert a Southron to add .,LOTR-EN04S234.0
4C70,4,4 - The Two Towers,Common,C,70,Flashing Steel,Free Peoples,Elven,0,Event,Skirmish: Exert an Elf to make a minion skirmishing that Elf strength -3.,LOTR-EN04S070.0
11S240,11,11 - Shadows,Starter,S,240,Flats of Rohan,None,Site,,Site,Plains. Each unbound companion skirmishing more than 1 minion is strength +3.,LOTR-EN11S240.0
2U33,2,2 - Mines of Moria,Uncommon,U,33,Flee in Terror,Free Peoples,Gondor,0,Event,"Response: If a companion wins a skirmish, discard an exhausted Orc. That minion’s owner may remove to prevent this.",LOTR-EN02S033.0
10C10,10,10 - Mount Doom,Common,C,10,Fleet-footed,Free Peoples,Elven,1,Event,Make a minion skirmishing an Elf strength –2. Spot a site in a support area to place this event on top of your draw deck.,LOTR-EN10S010.0
18R66,18,18 - Treachery & Deceit,Rare,R,66,Fleet of Corsair Ships,Shadow,Men,3,Possession,"When you play this possession, you may add a token here. Regroup: Remove 4 tokens from here to place a card from your discard pile on the top of your draw deck.",LOTR-EN18S066.0
11R81,11,11 - Shadows,Rare,R,81,Fletcher of Harad,Shadow,Men,3,Minion,"While this minion is at a plains site, it is an Archer. While you can spot 6 companions, each minion is an Archer.",LOTR-EN11S081.0
11RF9,11,11 - Shadows,RF,RF,9,Fletcher of Harad,Shadow,Men,3,Minion,"While this minion is at a plains site, it is an Archer. While you can spot 6 companions, each minion is an Archer.",LOTR-EN11A009.0
12C121,12,12 - Black Rider,Common,C,121,Flotsam and Jetsam,Free Peoples,Shire,0,Event,"If a companion (except a Hobbit) wins a skirmish, heal a Hobbit.",LOTR-EN12S121.0
8U71,8,8 - Siege of Gondor,Uncommon,U,71,Flung Into the Fray,Shadow,Ringwraith,1,Condition,"When you play a minion stacked here, you may exert a companion. Regroup: If no minion is stacked here, spot your minon to stack it here. Shadow: Spot 2 minions to play a minion stacked here as if played from hand.",LOTR-EN08S071.0
2C5,2,2 - Mines of Moria,Common,C,5,Flurry of Blows,Free Peoples,Dwarven,1,Event,Skirmish: Make a Dwarf strength +2 (or +4 and damage +1 if bearing 2 hand weapons).,LOTR-EN02S005.0
15C15,15,15 - The Hunters,Common,C,15,Focus,Free Peoples,Elven,1,Condition,"Each time Legolas wins a skirmish, you may heal a hunter Dwarf or hunter Man. Skirmish: Discard this condition to make an Elf strength +2.",LOTR-EN15S015.0
1U105,1,1 - The Fellowship of the Ring,Uncommon,U,105,Foes of Mordor,Free Peoples,Gondor,1,Condition,Maneuver: Exert a character to wound a minion.,LOTR-EN01S105.0
5U23,5,5 - Battle of Helm's Deep,Uncommon,U,23,Follow Smeagol,Free Peoples,Gollum,1,Condition,Plays on Sméagol. Regroup: Exert Sméagol or Gollum to play the fellowship’s next site (replacing opponent’s site if necessary).,LOTR-EN05S023.0
15U160,15,15 - The Hunters,Uncommon,U,160,Following Uruk,Shadow,Uruk-hai,3,Minion,"Fierce. Hunter 1. Each time this minion wins a skirmish, you may exert a companion not assigned to a skirmish.",LOTR-EN15S160.0
7U35,7,7 - Return of the King,Uncommon,U,35,Fool's Hope,Free Peoples,Gandalf,3,Event,Spot Gandalf and discard 2 cards from hand to make an opponent discard all but 2 Shadow conditions.,LOTR-EN07S035.0
1R170,1,1 - The Fellowship of the Ring,Rare,R,170,Fool of a Took!,Shadow,Moria,0,Event,Shadow: Spot a Hobbit (except the Ring-bearer) to reveal cards from the top of your draw deck until you reveal one that is not a minion. Take the revealed cards into hand.,LOTR-EN01S170.0
18U135,18,18 - Treachery & Deceit,Uncommon,U,135,Foot of Mount Doom,None,Site,,Site,Mountain. Each card that is about to be placed into the discard pile is removed from the game instead.,LOTR-EN18S135.0
7U93,7,7 - Return of the King,Uncommon,U,93,Footman's Armor,Free Peoples,Gondor,1,Possession,"Bearer must be a Man. Response: If bearer is about to be overwhelmed, discard a fortification or a card from hand to make bearer strength +2.",LOTR-EN07S093.0
11S82,11,11 - Shadows,Starter,S,82,Footman of Dunland,Shadow,Men,3,Minion,The fellowship's current site gains plains.,LOTR-EN11S082.0
17U97,17,17 - Rise of Saruman,Uncommon,U,97,For Death and Glory,Free Peoples,Rohan,3,Condition,"While the Ring-bearer is assigned to a skirmish, each minion skirmishing a companion loses hunter and is unable to gain hunter. Skirmish: Exert a companion to make that companion gain hunter 1 until the start of the regroup phase.",LOTR-EN17S097.0
18C51,18,18 - Treachery & Deceit,Common,C,51,For Gondor!,Free Peoples,Gondor,0,Event,Exert a knight to make him or her strength +3.,LOTR-EN18S051.0
13C32,13,13 - Bloodlines,Common,C,32,For a While Less Dark,Free Peoples,Gandalf,2,Event,Spell. Make a companion strength +2 (or +4 if that companion bears a follower).,LOTR-EN13S032.0
12C114,12,12 - Black Rider,Common,C,114,For the Mark,Free Peoples,Rohan,0,Event,Spot a Man to discard a possession from play. You may exert a Man who has resistance 3 or more to play this event during the maneuver phase.,LOTR-EN12S114.0
11C121,11,11 - Shadows,Common,C,121,Foraging Orc,Shadow,Orc,3,Minion,"When you play this minion, you may spot another minion and a companion who has resistance 3 or less to add .",LOTR-EN11S121.0
4R120,4,4 - The Two Towers,Rare,R,120,Forbidden Pool,Free Peoples,Gondor,0,Condition,"Plays to your support area. While the fellowship is at site 6, each Ring-bound Man takes no more than 1 wound during each skirmish phase. Fellowship: Add and discard this condition to heal a Ring-bound Man.",LOTR-EN04S120.0
11C83,11,11 - Shadows,Common,C,83,Force of Harad,Shadow,Men,4,Minion,"When you cannot spot another minion, discard this minion.",LOTR-EN11S083.0
11R184,11,11 - Shadows,Rare,R,184,Force of Uruk-hai,Shadow,Uruk-hai,5,Minion,"Damage +1. Each time this minion is about to take a wound at a battleground site, you may spot another card to make the Free Peoples player draw a card instead.",LOTR-EN11S184.0
13R108,13,13 - Bloodlines,Rare,R,108,Forced March,Shadow,Orc,1,Condition,"To play, spot 2 minions. Regroup: Make the Free Peoples player spot another condition, discard it from play, and remove to make the Free Peoples player choose to move again this turn (if the move limit allows). Discard this condition.",LOTR-EN13S108.0
1C248,1,1 - The Fellowship of the Ring,Common,C,248,Forces of Mordor,Shadow,Sauron,0,Event,Shadow: Spot X minions to add .,LOTR-EN01S248.0
1U338,1,1 - The Fellowship of the Ring,Uncommon,U,338,Ford of Bruinen,None,Site,,Site,River. Sanctuary. The twilight cost of the first Nazgûl played at Ford of Bruinen each turn is -5.,LOTR-EN01S338.0
13S191,13,13 - Bloodlines,Starter,S,191,Fords of Isen,None,Site,,Site,River. Each character is strength +1 for each card borne by that character.,LOTR-EN13S191.0
6U16,6,6 - Ents of Fangorn,Uncommon,U,16,Forearmed,Free Peoples,Elven,1,Event,"Skirmish: Reveal the top card of your draw deck to make a minion skirmishing an Elf strength –X, where X is the twilight cost of the revealed card.",LOTR-EN06S016.0
5C17,5,5 - Battle of Helm's Deep,Common,C,17,Forest Guardian,Free Peoples,Gandalf,2,Companion,Unhasty. Assignment: Exert an unbound Hobbit or discard 2 cards from hand to allow this companion to skirmish.,LOTR-EN05S017.0
31HD46,31,31 - The Hobbit Draft Game: Shadow Packs,HD,HD,46,Forest River,None,Site,,Site,Forest. River. AssignmentÂ : Exert an Orc to prevent Gandalf or an [Elven] ally from being assigned to a skirmish.,HDG-EN31S046.0
4R121,4,4 - The Two Towers,Rare,R,121,Forests of Ithilien,Free Peoples,Gondor,0,Condition,"Plays to your support area. While the fellowship is at site 5, the site number of each Man in a skirmish is +2. Regroup: Discard this condition and exert a Ring-bound Man to liberate a site.",LOTR-EN04S121.0
3R15,3,3 - Realms of the Elf-lords,Rare,R,15,Forests of Lothlorien,Free Peoples,Elven,1,Condition,"Each time the fellowship moves, you may spot 3 allies to wound a minion.",LOTR-EN03S015.0
6C17,6,6 - Ents of Fangorn,Common,C,17,Forewarned,Free Peoples,Elven,0,Condition,"To play, spot 2 Elves. Fellowship: Add to look at the top card of your draw deck. You may discard this condition to discard that card.",LOTR-EN06S017.0
32HG21,32,32 - The Hobbit Draft Game: Supplementary Packs,HG,HG,21,Former Herald,Free Peoples,Gandalf,1,Event,Exert a Wise ally to make that ally strength +3 and participate in archery fire and skirmishes until the regroup phase.,HDG-EN32S021.0
4U275,4,4 - The Two Towers,Uncommon,U,275,Forth Eorlingas!,Free Peoples,Rohan,1,Event,Maneuver: Exert Théoden to make a companion who has the Théoden signet defender +1 until the regroup phase.,LOTR-EN04S275.0
11U185,11,11 - Shadows,Uncommon,U,185,Fortitude,Shadow,Uruk-hai,4,Condition,"When you play this condition, spot an minion to add 3 tokens here. Response: If an minion is about to take a wound, discard this condition or remove an token from here to prevent that.",LOTR-EN11S185.0
4U276,4,4 - The Two Towers,Uncommon,U,276,Fortress Never Fallen,Free Peoples,Rohan,2,Condition,"Each time a Man wins a skirmish, you may place a token on this card. Regroup: Discard a Shadow condition for each token here. Discard this condition.",LOTR-EN04S276.0
11S241,11,11 - Shadows,Starter,S,241,Fortress of Orthanc,None,Site,,Site,"Battleground. When the fellowship moves to the site, add for each companion over 5.",LOTR-EN11S241.0
4U360,4,4 - The Two Towers,Uncommon,U,360,Fortress of Orthanc,None,Site,,Site,Battleground. The Shadow number of Fortress of Orthanc is +2 for each companion over 4.,LOTR-EN04S360.0
7U178,7,7 - Return of the King,Uncommon,U,178,Foul Clutches,Shadow,Ringwraith,1,Event,Discard 3 cards from hand to make a Nazgûl strength +3.,LOTR-EN07S178.0
